Attrition,BusinessTravel,CF_ageband,CF_attritionlabel,Department,EducationField,EmployeeNumber,Gender,JobRole,MaritalStatus,OverTime,Over18,TrainingTimesLastYear,Age,CF_currentEmployee,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,704,Male,Laboratory Technician,Married,No,Y,3,35,1,3,Bachelor's Degree,1,3,41,2,1,3,1281,16900,1,18,3,3,80,2,1,3,1,0,0,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,705,Male,Research Scientist,Married,No,Y,3,23,1,4,Bachelor's Degree,1,1,58,4,1,1,2819,8544,2,16,3,1,80,1,5,4,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,707,Male,Sales Executive,Married,No,Y,4,25,1,8,Bachelor's Degree,1,4,57,4,2,2,4851,15678,0,22,4,3,80,1,4,3,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,709,Female,Sales Executive,Single,No,Y,2,38,1,7,Master's Degree,1,4,46,2,2,4,4028,7791,0,20,4,1,80,0,8,3,7,7,0,5
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,710,Male,Research Scientist,Divorced,No,Y,5,29,1,1,Master's Degree,1,2,76,1,1,4,2720,18959,1,18,3,4,80,1,10,3,10,7,2,8
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,712,Male,Sales Executive,Married,No,Y,3,48,1,2,High School,1,2,56,4,2,2,8120,18597,3,12,3,4,80,0,12,3,2,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,714,Female,Sales Executive,Divorced,Yes,Y,3,27,1,3,High School,1,4,71,4,2,4,4647,16673,1,20,4,2,80,2,6,3,6,5,0,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,715,Male,Research Scientist,Single,No,Y,2,37,1,10,Associates Degree,1,4,80,4,1,4,4680,15232,3,17,3,1,80,0,4,3,1,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,716,Male,Laboratory Technician,Married,Yes,Y,3,50,1,28,High School,1,4,74,4,1,3,3221,3297,1,11,3,3,80,3,20,3,20,8,3,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,717,Female,Healthcare Representative,Single,No,Y,3,34,1,9,Bachelor's Degree,1,4,46,2,3,2,8621,17654,1,14,3,2,80,0,9,4,8,7,7,7
Yes,Travel_Rarely,Under 25,Ex-Employees,Sales,Life Sciences,720,Female,Sales Executive,Single,No,Y,3,24,0,3,Associates Degree,1,1,65,3,2,3,4577,24785,9,14,3,1,80,0,4,3,2,2,2,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,721,Female,Healthcare Representative,Single,No,Y,4,39,1,2,Master's Degree,1,4,80,2,2,3,4553,20978,1,11,3,1,80,0,20,3,20,7,11,10
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,722,Male,Sales Executive,Single,No,Y,2,32,1,10,Bachelor's Degree,1,4,55,3,2,4,5396,21703,1,12,3,4,80,0,10,2,10,7,0,8
Yes,Travel_Frequently,45 - 54,Ex-Employees,Sales,Technical Degree,723,Male,Sales Executive,Married,Yes,Y,4,50,0,8,Associates Degree,1,2,50,3,2,3,6796,23452,3,14,3,1,80,1,18,3,4,3,1,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,724,Female,Healthcare Representative,Single,No,Y,4,38,1,1,Master's Degree,1,2,33,4,2,4,7625,19383,0,13,3,3,80,0,10,2,9,7,1,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,725,Female,Manufacturing Director,Married,No,Y,3,27,1,1,Associates Degree,1,3,68,3,3,1,7412,6009,1,11,3,4,80,0,9,3,9,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,727,Female,Research Director,Single,No,Y,6,32,1,3,Associates Degree,1,3,39,3,3,4,11159,19373,3,15,3,4,80,0,10,3,7,7,7,7
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,728,Male,Sales Executive,Single,No,Y,2,47,1,14,Master's Degree,1,4,42,3,2,1,4960,11825,2,12,3,4,80,0,20,3,7,7,1,7
No,Travel_Frequently,35 - 44,Current Employees,Sales,Life Sciences,729,Male,Sales Executive,Married,Yes,Y,2,40,1,5,Master's Degree,1,4,48,2,3,1,10475,23772,5,21,4,3,80,1,20,3,18,13,1,12
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,730,Male,Research Director,Married,No,Y,3,53,1,7,Bachelor's Degree,1,3,59,4,4,3,14814,13514,3,19,3,3,80,0,32,3,5,1,1,3
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,731,Male,Manager,Divorced,No,Y,2,41,1,10,Master's Degree,1,2,73,2,5,4,19141,8861,3,15,3,2,80,3,23,2,21,6,12,6
No,Travel_Rarely,Over 55,Current Employees,Sales,Marketing,732,Male,Sales Executive,Single,No,Y,1,60,1,16,Master's Degree,1,1,84,3,2,1,5405,11924,8,14,3,4,80,0,10,3,2,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,733,Male,Manufacturing Director,Divorced,No,Y,4,27,1,10,Associates Degree,1,4,32,3,3,1,8793,4809,1,21,4,3,80,2,9,2,9,7,1,7
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,734,Male,Manager,Married,No,Y,3,41,1,1,Bachelor's Degree,1,4,59,2,5,3,19189,19562,1,12,3,2,80,1,22,3,22,7,2,10
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,738,Male,Sales Representative,Married,No,Y,2,50,1,8,Master's Degree,1,4,54,3,1,2,3875,9983,7,15,3,4,80,1,4,3,2,2,2,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,741,Female,Research Scientist,Single,Yes,Y,4,28,0,1,Associates Degree,1,1,67,1,1,2,2216,3872,7,13,3,4,80,0,10,3,7,7,3,7
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,742,Female,Research Director,Married,No,Y,2,36,1,8,Bachelor's Degree,1,1,63,4,3,1,11713,20335,9,14,3,1,80,1,10,3,8,7,0,5
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,743,Female,Manufacturing Director,Single,Yes,Y,4,38,1,1,Bachelor's Degree,1,3,81,3,3,3,7861,15397,4,14,3,4,80,0,10,4,1,0,0,0
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,744,Male,Laboratory Technician,Single,No,Y,5,44,1,24,Bachelor's Degree,1,1,49,1,1,3,3708,2104,2,14,3,3,80,0,9,3,5,2,1,4
No,Travel_Frequently,45 - 54,Current Employees,Sales,Medical,746,Female,Sales Executive,Divorced,Yes,Y,2,47,1,3,Bachelor's Degree,1,4,49,3,4,3,13770,10225,9,12,3,4,80,2,28,2,22,2,11,13
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,747,Male,Sales Executive,Divorced,No,Y,2,30,1,27,Doctoral Degree,1,3,99,3,2,4,5304,25275,7,23,4,4,80,1,10,2,8,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,749,Male,Sales Representative,Single,No,Y,6,29,1,10,Bachelor's Degree,1,3,99,3,1,3,2642,2755,1,11,3,3,80,0,1,3,1,0,0,0
Yes,Travel_Frequently,35 - 44,Ex-Employees,R&D,Medical,752,Male,Research Scientist,Divorced,Yes,Y,2,42,0,19,Bachelor's Degree,1,3,57,4,1,3,2759,20366,6,12,3,4,80,0,7,3,2,2,2,2
No,Travel_Frequently,35 - 44,Current Employees,Sales,Life Sciences,754,Male,Sales Executive,Married,No,Y,5,43,1,15,Bachelor's Degree,1,4,47,2,2,4,6804,23683,3,18,3,3,80,1,7,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,757,Female,Healthcare Representative,Single,No,Y,2,34,1,8,Associates Degree,1,2,96,3,2,3,6142,7360,3,11,3,4,80,0,10,3,5,1,4,3
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,758,Male,Laboratory Technician,Married,No,Y,2,23,1,9,High School,1,2,37,3,1,1,2500,4344,1,14,3,4,80,1,5,4,4,3,0,2
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,760,Female,Human Resources,Married,No,Y,3,39,1,3,Bachelor's Degree,1,3,44,4,2,2,6389,18767,9,15,3,3,80,1,12,1,8,3,3,6
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,762,Male,Healthcare Representative,Married,No,Y,1,56,1,9,Bachelor's Degree,1,3,81,3,4,4,11103,20420,7,11,3,3,80,0,30,2,10,7,1,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,763,Female,Research Scientist,Single,Yes,Y,2,40,1,2,High School,1,4,86,2,1,4,2342,22929,0,20,4,4,80,0,5,2,4,2,2,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,764,Female,Healthcare Representative,Single,No,Y,2,27,1,7,Bachelor's Degree,1,4,55,2,2,1,6811,23398,8,19,3,1,80,0,9,1,7,6,0,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,766,Male,Sales Representative,Divorced,No,Y,2,29,1,10,Bachelor's Degree,1,4,83,3,1,2,2297,17967,1,14,3,4,80,2,2,3,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,769,Male,Laboratory Technician,Single,No,Y,4,53,1,6,Bachelor's Degree,1,4,86,3,2,4,2450,10919,2,17,3,4,80,0,19,3,2,2,2,2
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,771,Female,Healthcare Representative,Divorced,No,Y,2,35,1,2,Master's Degree,1,4,61,3,2,1,5093,4761,2,11,3,1,80,1,16,4,1,0,0,0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,772,Male,Laboratory Technician,Married,No,Y,2,32,1,24,Master's Degree,1,1,80,3,2,4,5309,21146,1,15,3,4,80,2,10,3,10,8,4,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,773,Male,Research Scientist,Married,Yes,Y,0,38,1,2,Doctoral Degree,1,4,92,3,1,3,3057,20471,6,13,3,2,80,1,6,1,1,0,0,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,775,Female,Manufacturing Director,Divorced,No,Y,3,34,1,8,Doctoral Degree,1,2,32,3,2,1,5121,4187,3,14,3,3,80,1,7,3,0,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,776,Male,Manager,Married,No,Y,3,52,1,3,Master's Degree,1,3,31,2,4,1,16856,10084,1,11,3,1,80,0,34,4,34,6,1,16
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Other,780,Male,Research Scientist,Single,Yes,Y,2,33,0,1,Master's Degree,1,4,63,3,1,4,2686,5207,1,13,3,3,80,0,10,2,10,9,7,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,781,Female,Sales Executive,Single,No,Y,5,25,1,26,High School,1,3,32,3,2,4,6180,22807,1,23,4,2,80,0,6,2,6,5,1,4
No,Travel_Rarely,45 - 54,Current Employees,Sales,Technical Degree,783,Male,Sales Representative,Single,No,Y,3,45,1,2,Associates Degree,1,2,46,1,2,3,6632,12388,0,13,3,1,80,0,9,3,8,7,3,1
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,784,Male,Research Scientist,Single,No,Y,3,23,1,10,High School,1,1,79,4,1,3,3505,19630,1,18,3,4,80,0,2,3,2,2,0,2
Yes,Travel_Frequently,45 - 54,Ex-Employees,Sales,Life Sciences,785,Female,Sales Executive,Single,Yes,Y,2,47,0,27,Associates Degree,1,2,77,4,2,3,6397,10339,4,12,3,4,80,0,8,3,5,4,1,3
No,Travel_Rarely,25 - 34,Current Employees,Sales,Other,786,Male,Sales Executive,Single,No,Y,5,34,1,2,Bachelor's Degree,1,4,60,3,2,4,6274,18686,1,22,4,3,80,0,6,3,6,5,1,4
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Medical,787,Male,Manager,Married,Yes,Y,2,55,0,2,Bachelor's Degree,1,4,78,3,5,1,19859,21199,5,13,3,4,80,1,24,3,5,2,1,4
No,Non-Travel,35 - 44,Current Employees,Sales,Life Sciences,789,Male,Sales Executive,Single,No,Y,1,36,1,8,Master's Degree,1,1,76,2,3,1,7587,14229,1,15,3,2,80,0,10,3,10,7,0,9
No,Non-Travel,45 - 54,Current Employees,R&D,Medical,791,Male,Research Scientist,Married,No,Y,3,52,1,19,Master's Degree,1,4,41,3,1,4,4258,26589,0,18,3,1,80,1,5,3,4,3,1,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,792,Female,Laboratory Technician,Divorced,No,Y,2,26,1,1,Associates Degree,1,1,71,1,1,4,4364,5288,3,14,3,1,80,1,5,3,2,2,2,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,793,Female,Healthcare Representative,Married,No,Y,3,29,1,27,Bachelor's Degree,1,2,66,3,2,3,4335,25549,4,12,3,1,80,1,11,2,8,7,1,1
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Technical Degree,796,Male,Sales Executive,Single,No,Y,2,26,0,8,Bachelor's Degree,1,4,38,2,2,1,5326,3064,6,17,3,3,80,0,6,2,4,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,797,Female,Research Scientist,Single,No,Y,2,34,1,1,Master's Degree,1,2,72,4,1,4,3280,13551,2,16,3,3,80,0,10,3,4,2,1,3
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,799,Female,Manufacturing Director,Divorced,Yes,Y,4,54,1,19,Master's Degree,1,4,95,3,2,1,5485,22670,9,11,3,2,80,2,9,3,5,3,1,4
No,Travel_Frequently,25 - 34,Current Employees,Sales,Marketing,800,Male,Sales Executive,Married,No,Y,3,27,1,8,High School,1,3,84,3,2,4,4342,24008,0,19,3,2,80,1,5,3,4,2,1,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,802,Female,Research Scientist,Divorced,Yes,Y,3,37,1,10,High School,1,4,82,3,1,1,2782,19905,0,13,3,2,80,2,6,2,5,3,4,3
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,803,Female,Manufacturing Director,Single,Yes,Y,2,38,1,2,Master's Degree,1,1,75,4,2,1,5980,26085,6,12,3,4,80,0,17,3,15,7,4,12
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,804,Female,Research Scientist,Single,No,Y,3,34,1,2,Master's Degree,1,3,86,2,1,1,4381,7530,1,11,3,3,80,0,6,3,6,5,1,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,805,Female,Sales Representative,Married,No,Y,1,35,1,8,Master's Degree,1,1,72,3,1,4,2572,20317,1,16,3,2,80,1,3,2,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,806,Male,Laboratory Technician,Married,No,Y,2,30,1,1,Bachelor's Degree,1,4,38,1,1,3,3833,24375,3,21,4,3,80,2,7,3,2,2,0,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,807,Female,Healthcare Representative,Married,No,Y,2,40,1,2,Associates Degree,1,3,38,4,2,2,4244,9931,1,24,4,4,80,1,8,3,8,7,3,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,808,Female,Sales Executive,Married,No,Y,1,34,1,8,Associates Degree,1,3,93,3,2,1,6500,13305,5,17,3,2,80,1,6,3,3,2,1,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,809,Male,Manager,Divorced,No,Y,4,42,1,8,Bachelor's Degree,1,2,66,3,5,4,18430,16225,1,13,3,2,80,1,24,2,24,7,14,9
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Life Sciences,811,Male,Laboratory Technician,Married,Yes,Y,2,23,0,6,Bachelor's Degree,1,3,63,4,1,1,1601,3445,1,21,4,3,80,2,1,3,0,0,0,0
No,Non-Travel,Under 25,Current Employees,R&D,Life Sciences,812,Male,Laboratory Technician,Divorced,No,Y,4,24,1,9,Bachelor's Degree,1,3,60,2,1,2,2694,26551,1,11,3,3,80,3,1,3,1,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,813,Female,Laboratory Technician,Married,No,Y,3,52,1,11,Master's Degree,1,4,82,3,2,3,3149,21821,8,20,4,2,80,1,9,3,5,2,1,4
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,815,Male,Research Director,Married,No,Y,3,50,1,2,Bachelor's Degree,1,3,64,3,4,3,17639,6881,5,16,3,4,80,0,30,3,4,3,0,3
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,816,Female,Laboratory Technician,Married,Yes,Y,1,29,0,1,Associates Degree,1,2,36,2,1,1,2319,6689,1,11,3,4,80,1,1,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,817,Male,Research Director,Married,No,Y,3,33,1,7,Bachelor's Degree,1,3,49,3,3,3,11691,25995,0,11,3,4,80,0,14,4,13,9,3,7
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Marketing,819,Female,Sales Executive,Single,No,Y,3,33,0,16,Bachelor's Degree,1,1,69,3,2,1,5324,26507,5,15,3,3,80,0,6,3,3,2,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Other,820,Female,Manager,Married,Yes,Y,3,47,1,2,Associates Degree,1,3,33,3,4,4,16752,12982,1,11,3,3,80,1,26,2,26,14,3,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,823,Female,Manufacturing Director,Married,No,Y,2,36,1,1,Bachelor's Degree,1,3,35,3,2,2,5228,23361,0,15,3,1,80,1,10,3,9,7,0,5
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,824,Male,Research Scientist,Married,No,Y,3,29,1,23,Associates Degree,1,3,81,4,1,3,2700,23779,1,24,4,3,80,1,10,3,10,7,0,7
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Life Sciences,825,Male,Research Director,Single,Yes,Y,2,58,0,2,Master's Degree,1,4,31,3,5,2,19246,25761,7,12,3,4,80,0,40,3,31,15,13,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,826,Female,Research Scientist,Single,No,Y,0,35,1,1,Master's Degree,1,4,40,4,1,3,2506,13301,3,13,3,3,80,0,7,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,827,Female,Manufacturing Director,Married,Yes,Y,4,42,1,1,Associates Degree,1,4,43,2,2,4,6062,4051,9,13,3,4,80,1,8,3,4,3,0,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,828,Male,Research Scientist,Single,No,Y,3,28,0,2,Master's Degree,1,3,46,3,1,3,4382,16374,6,17,3,4,80,0,5,2,2,2,2,1
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,829,Male,Human Resources,Married,No,Y,2,36,1,13,Bachelor's Degree,1,3,36,3,1,2,2143,25527,4,13,3,2,80,1,8,3,5,2,0,4
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,830,Female,Manufacturing Director,Married,No,Y,3,32,1,4,Bachelor's Degree,1,3,98,2,2,3,6162,19124,1,12,3,3,80,1,14,3,14,13,6,8
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,832,Male,Laboratory Technician,Single,No,Y,6,40,1,16,Master's Degree,1,1,51,2,2,3,5094,11983,6,14,3,4,80,0,10,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,833,Female,Manufacturing Director,Single,Yes,Y,4,30,1,2,Bachelor's Degree,1,3,52,2,2,4,6877,20234,5,24,4,2,80,0,12,2,0,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,834,Female,Research Scientist,Single,No,Y,3,45,1,2,Bachelor's Degree,1,2,95,2,1,3,2274,6153,1,14,3,4,80,0,1,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,836,Male,Manufacturing Director,Married,No,Y,3,42,1,29,Bachelor's Degree,1,2,98,3,2,2,4434,11806,1,13,3,4,80,1,10,2,9,8,7,8
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,837,Male,Healthcare Representative,Divorced,No,Y,3,38,1,12,Bachelor's Degree,1,1,45,2,2,1,6288,4284,2,15,3,3,80,1,13,2,4,3,1,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,838,Female,Research Scientist,Single,No,Y,3,34,1,16,Master's Degree,1,3,100,2,1,4,2553,8306,1,16,3,3,80,0,6,3,5,2,1,3
Yes,Travel_Rarely,45 - 54,Ex-Employees,Sales,Marketing,840,Female,Sales Executive,Married,No,Y,3,49,0,11,Bachelor's Degree,1,3,43,3,3,4,7654,5860,1,18,3,1,80,2,9,4,9,8,7,7
Yes,Travel_Rarely,Over 55,Ex-Employees,Sales,Medical,842,Male,Sales Executive,Single,No,Y,3,55,0,2,High School,1,3,37,3,2,4,5160,21519,4,16,3,3,80,0,12,2,9,7,7,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,843,Male,Research Director,Married,No,Y,3,43,1,14,Associates Degree,1,2,94,3,4,1,17159,5200,6,24,4,3,80,1,22,3,4,1,1,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,844,Male,Research Director,Divorced,Yes,Y,3,27,1,5,High School,1,3,42,2,3,4,12808,8842,1,16,3,2,80,1,9,3,9,8,0,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,845,Male,Manufacturing Director,Single,No,Y,3,35,1,7,Bachelor's Degree,1,3,59,3,3,3,10221,18869,3,21,4,2,80,0,17,4,8,5,1,6
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,846,Female,Sales Executive,Married,Yes,Y,2,28,1,2,Master's Degree,1,2,81,3,2,2,4779,3698,1,20,4,1,80,0,8,3,8,7,7,5
No,Travel_Rarely,25 - 34,Current Employees,HR,Human Resources,847,Male,Human Resources,Married,No,Y,1,34,1,3,Associates Degree,1,3,88,3,1,4,3737,2243,0,19,3,3,80,1,4,1,3,2,0,2
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Medical,848,Female,Research Scientist,Married,Yes,Y,2,26,0,5,Associates Degree,1,3,88,2,1,3,2366,20898,1,14,3,1,80,1,8,3,8,7,1,7
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,850,Male,Research Scientist,Married,No,Y,6,27,1,3,Bachelor's Degree,1,4,50,3,1,4,1706,16571,1,11,3,3,80,3,0,2,0,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,851,Female,Manager,Married,No,Y,2,51,1,26,Master's Degree,1,1,66,3,4,3,16307,5594,2,14,3,3,80,1,29,2,20,6,4,17
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,852,Male,Healthcare Representative,Single,No,Y,2,44,1,4,Bachelor's Degree,1,4,50,3,2,2,5933,5197,9,12,3,4,80,0,10,2,5,2,2,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,854,Male,Research Scientist,Single,No,Y,3,25,1,2,High School,1,1,65,4,1,1,3424,21632,7,13,3,3,80,0,6,2,4,3,0,1
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,855,Male,Sales Executive,Divorced,No,Y,5,33,1,1,Bachelor's Degree,1,1,48,4,2,1,4037,21816,1,22,4,1,80,1,9,3,9,8,0,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,856,Female,Research Scientist,Single,No,Y,3,35,1,27,High School,1,3,53,2,1,1,2559,17852,1,11,3,4,80,0,6,2,6,5,1,1
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,857,Male,Sales Executive,Married,Yes,Y,1,36,1,1,Associates Degree,1,2,56,3,2,4,6201,2823,1,14,3,4,80,1,18,2,18,14,4,11
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,859,Male,Sales Executive,Divorced,No,Y,3,32,1,13,Master's Degree,1,2,73,3,2,4,4403,9250,2,11,3,3,80,1,8,2,5,2,0,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,861,Male,Research Scientist,Divorced,No,Y,3,30,1,5,Master's Degree,1,2,75,2,1,4,3761,2373,9,12,3,2,80,1,10,2,5,4,0,3
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,862,Female,Sales Executive,Married,Yes,Y,3,53,1,7,Associates Degree,1,1,78,2,3,4,10934,20715,7,18,3,4,80,1,35,3,5,2,0,4
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,864,Male,Sales Executive,Divorced,Yes,Y,2,45,1,9,Bachelor's Degree,1,4,74,3,3,1,10761,19239,4,12,3,3,80,1,18,3,5,4,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,865,Female,Research Scientist,Married,No,Y,3,32,1,8,Associates Degree,1,3,91,4,2,3,5175,22162,5,12,3,3,80,1,9,2,5,3,1,3
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,867,Female,Manufacturing Director,Married,No,Y,3,52,1,25,Master's Degree,1,3,81,2,4,4,13826,19028,3,22,4,3,80,0,31,3,9,8,0,0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,868,Male,Sales Executive,Divorced,No,Y,2,37,1,16,Master's Degree,1,4,66,2,2,3,6334,24558,4,19,3,4,80,2,9,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,HR,Medical,869,Male,Human Resources,Divorced,No,Y,6,28,1,8,Associates Degree,1,2,63,2,1,4,4936,23965,1,13,3,4,80,1,6,3,5,1,0,4
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,872,Male,Manufacturing Director,Married,No,Y,2,22,1,1,Associates Degree,1,4,33,2,2,4,4775,19146,6,22,4,1,80,2,4,1,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,874,Male,Laboratory Technician,Married,Yes,Y,2,44,1,8,Master's Degree,1,1,62,4,1,4,2818,5044,2,24,4,3,80,1,10,2,3,2,0,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,875,Male,Research Scientist,Single,Yes,Y,2,42,1,2,High School,1,2,35,3,1,4,2515,9068,5,14,3,4,80,0,8,3,2,1,2,2
No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,878,Male,Human Resources,Married,No,Y,3,36,1,8,Bachelor's Degree,1,1,77,2,1,1,2342,8635,0,21,4,3,80,0,6,3,5,4,0,3
No,Travel_Rarely,25 - 34,Current Employees,Sales,Other,879,Male,Sales Executive,Married,Yes,Y,3,25,1,3,High School,1,3,98,3,2,1,4194,14363,1,18,3,4,80,0,5,3,5,3,0,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,880,Female,Manufacturing Director,Married,Yes,Y,2,35,1,9,Bachelor's Degree,1,4,66,2,3,3,10685,23457,1,20,4,2,80,1,17,3,17,14,5,15
Yes,Travel_Frequently,35 - 44,Ex-Employees,R&D,Life Sciences,881,Female,Research Scientist,Divorced,Yes,Y,3,35,0,25,Master's Degree,1,4,96,3,1,2,2022,16612,1,19,3,1,80,1,10,2,10,2,7,8
